,EventName,PreSalename,PreSalestartdate,PreSaleenddate,StartDatetime,StartLocaltime,StartLocalDate,StartTimezone,EventCategory,Genre,SubGenre,Family,PromoterName,MinPrice,MaxPrice,TicketInfo,CityName,StateName,PostalCode,Address,Longitude,Latitude,UpcomingMoreevent ,ticket0nTickeMaster,Venue,LineUp
246,Elton John: Farewell Yellow Brick Road,Verified Fan Presale,2019-10-29T15:00:00Z,2019-10-31T03:00:00Z,2020-06-28T01:00:00Z,20:00:00,2020-06-27,America/Chicago,Music,Rock,Pop,False,AEG LIVE,69.5,249.5,There is a 4 ticket limit for Verified Fan. There is a 6 ticket limit for VIP Packages. There is a 6 ticket limit for all American Express offers. There is an overall 8 ticket limit for this event.,Dallas,Texas,75201,2500 Victory Avenue,-96.81081803,32.79067196,102,81,American Airlines Center,Elton John
247,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-10T14:00:00Z,2019-09-17T03:59:00Z,2020-01-30T00:00:00Z,19:00:00,2020-01-29,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall 8 ticket limit for this event.,Columbus,Ohio,43215,200 West Nationwide Blvd.,-83.00636203,39.96939661,187,187,Nationwide Arena,Disney On Ice presents Dream Big
248,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-12-15T00:00:00Z,19:00:00,2019-12-14,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,93.0,There is an overall (8) eight ticket limit for this event.,Albany,New York,12207,51 South Pearl Street,-73.753957,42.64834,187,187,Times Union Center,Disney On Ice presents Dream Big
249,Utah Jazz vs. Los Angeles Lakers,STH Resale As Available,2019-08-12T19:00:00Z,2019-08-14T16:00:00Z,2019-12-05T02:00:00Z,19:00:00,2019-12-04,America/Denver,Sports,Basketball,NBA,False,NBA REGULAR SEASON,32.0,3342.0,There is an 8 ticket limit per household for each game.,Salt Lake City,Utah,84101,301 West South Temple,-111.901096,40.767798,77,68,Vivint Smart Home Arena,Utah Jazz
250,Washington Wizards vs. Minnesota Timberwolves,Resale Presale,2019-08-16T13:30:00Z,2019-08-16T13:31:00Z,2019-11-03T00:00:00Z,20:00:00,2019-11-02,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,19.0,451.0,There is an 8 ticket limit.,Washington,District of Columbia,20004,601 F Street NW,-77.020029,38.897412,78,71,Capital One Arena,Washington Wizards
251,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-12-13T00:00:00Z,19:00:00,2019-12-12,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall (8) eight ticket limit for this event.,Albany,New York,12207,51 South Pearl Street,-73.753957,42.64834,187,187,Times Union Center,Disney On Ice presents Dream Big
252,Disney On Ice presents Dream Big,Feld Prefered Presale,2019-05-14T11:00:00Z,2019-05-21T03:59:00Z,2019-12-21T00:00:00Z,19:00:00,2019-12-20,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,100.0,There is an overall eight (8) ticket limit on this event.,Toledo,Ohio,43604,500 Jefferson Ave,-83.537571,41.651038,187,187,Huntington Center,Disney On Ice presents Dream Big
253,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-12-07T01:00:00Z,19:00:00,2019-12-06,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT,15.0,55.0,There is an 8 ticket limit on this event.,Moline,Illinois,61265,1201 River Dr,-90.52071936,41.5078737,187,187,TaxSlayer Center,Disney On Ice presents Dream Big
254,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-10T14:00:00Z,2019-09-17T03:59:00Z,2020-02-02T16:00:00Z,11:00:00,2020-02-02,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall 8 ticket limit for this event.,Columbus,Ohio,43215,200 West Nationwide Blvd.,-83.00636203,39.96939661,187,187,Nationwide Arena,Disney On Ice presents Dream Big
255,New York Knicks vs. Brooklyn Nets,Chase Cardmember Presale,2019-08-28T14:00:00Z,2019-08-30T14:00:00Z,2019-11-24T23:00:00Z,18:00:00,2019-11-24,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,129.0,6300.5,There is a nineteen (19) ticket limit per person.,New York,New York,10001,7th Ave & 32nd Street,-73.9916006,40.7497062,77,69,Madison Square Garden,New York Knicks
256,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-07T16:00:00Z,11:00:00,2020-03-07,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,113.0,There is an eight (8) ticket limit for this event.,Charleston,West Virginia,25301,200 Civic Center Drive,-81.6415273,38.3552473,187,187,Charleston Coliseum & Convention Center,Disney On Ice presents Dream Big
259,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-01T18:00:00Z,13:00:00,2020-03-01,America/Indianapolis,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,50.0,There is an 8 ticket limit on this event.,Fort Wayne,Indiana,46805,4000 Parnell Ave.,-85.125439,41.112808,187,187,Allen County War Memorial Coliseum,Disney On Ice presents Dream Big
260,Disney On Ice presents Dream Big,Feld Preferred presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-28T15:00:00Z,11:00:00,2020-03-28,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT,18.0,85.0,There is an 8 ticket limit.,Sunrise,Florida,33323,1 Panther Parkway,-80.33023,26.155362,187,187,BB&T Center,Disney On Ice presents Dream Big
261,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-06-20T21:00:00Z,14:00:00,2020-06-20,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
262,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-12-08T21:00:00Z,15:00:00,2019-12-08,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT,15.0,65.0,There is an 8 ticket limit on this event.,Moline,Illinois,61265,1201 River Dr,-90.52071936,41.5078737,187,187,TaxSlayer Center,Disney On Ice presents Dream Big
263,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-10T14:00:00Z,2019-09-17T03:59:00Z,2020-02-02T20:00:00Z,15:00:00,2020-02-02,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall 8 ticket limit for this event.,Columbus,Ohio,43215,200 West Nationwide Blvd.,-83.00636203,39.96939661,187,187,Nationwide Arena,Disney On Ice presents Dream Big
264,Disney On Ice presents Dream Big,Feld Prefered Presale,2019-05-14T11:00:00Z,2019-05-21T03:59:00Z,2019-12-22T22:00:00Z,17:00:00,2019-12-22,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,90.0,There is an overall eight (8) ticket limit on this event.,Toledo,Ohio,43604,500 Jefferson Ave,-83.537571,41.651038,187,187,Huntington Center,Disney On Ice presents Dream Big
265,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-05-02T03:00:00Z,20:00:00,2020-05-01,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
266,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-04-04T20:00:00Z,15:00:00,2020-04-04,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,65.0,There is an overall 8 ticket limit for this event.,North Little Rock,Arkansas,72114,One Simmons Bank Arena Drive,-92.264314,34.754941,187,187,Simmons Bank Arena,Disney On Ice presents Dream Big
267,Miami Heat vs. Washington Wizards,American Express® Card Member Presale,2019-08-15T16:00:00Z,2019-08-17T15:59:00Z,2019-12-07T01:00:00Z,20:00:00,2019-12-06,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,15.0,360.0,There is an overall 8 ticket limit for this event.,Miami,Florida,33132,601 Biscayne Blvd,-80.187805,25.781232,78,71,AmericanAirlines Arena,Miami Heat
268,Disney On Ice presents Dream Big,FELD Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-01-11T00:00:00Z,19:00:00,2020-01-10,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,125.0,There is an overall 8 ticket limit for this event.,Uniondale,New York,11553,1255 Hempstead Turnpike,-73.59069438,40.72302075,187,187,"NYCB LIVE, Home of The Nassau Veterans Memorial Coliseum",Disney On Ice presents Dream Big
269,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-12-08T01:00:00Z,19:00:00,2019-12-07,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT,15.0,55.0,There is an 8 ticket limit on this event.,Moline,Illinois,61265,1201 River Dr,-90.52071936,41.5078737,187,187,TaxSlayer Center,Disney On Ice presents Dream Big
270,New Jersey Devils vs. Boston Bruins,American Express® Card Member Presale,2019-08-06T18:00:00Z,2019-08-08T13:00:00Z,2019-12-31T18:00:00Z,13:00:00,2019-12-31,America/New_York,Sports,Hockey,NHL,False,NHL REGULAR SEASON,64.5,412.5,There is an overall 8 ticket limit for this event.,Newark,New Jersey,07102,25 Lafayette Street,-74.17121214,40.73340555,75,71,Prudential Center,New Jersey Devils
271,Disney On Ice presents Dream Big,Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-01-18T00:00:00Z,19:00:00,2020-01-17,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,125.0,There is an overall (8) eight ticket limit for this event.,Newark,New Jersey,07102,25 Lafayette Street,-74.17121214,40.73340555,187,187,Prudential Center,Disney On Ice presents Dream Big
272,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-06-21T03:00:00Z,20:00:00,2020-06-20,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
273,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:45:00Z,2020-01-03T00:00:00Z,19:00:00,2020-01-02,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,60.0,There is an overall (8) eight ticket limit for this event.,Bridgeport,Connecticut,06604,600 Main Street,-73.1879718,41.1732362,187,187,Webster Bank Arena ,Disney On Ice presents Dream Big
274,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-02-14T01:00:00Z,19:00:00,2020-02-13,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,100.0,There is an overall 8 ticket limit for this event.,Milwaukee,Wisconsin,53203,1111 Vel R. Phillips Ave,-87.916896,43.04228,187,187,Fiserv Forum,Disney On Ice presents Dream Big
275,Disney On Ice presents Dream Big,FELD Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-01-10T00:00:00Z,19:00:00,2020-01-09,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,125.0,There is an overall 8 ticket limit for this event.,Uniondale,New York,11553,1255 Hempstead Turnpike,-73.59069438,40.72302075,187,187,"NYCB LIVE, Home of The Nassau Veterans Memorial Coliseum",Disney On Ice presents Dream Big
276,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-12-29T22:00:00Z,17:00:00,2019-12-29,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,52.0,There is an overall 8 ticket limit for this event.,Youngstown,Ohio,44503,229 East Front Street,-80.649337,41.095669,187,187,Covelli Centre,Disney On Ice presents Dream Big
277,Disney On Ice presents Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-11-24T21:00:00Z,15:00:00,2019-11-24,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,20.25,73.25,There is an overall 8 ticket limit for this event.,Laredo,Texas,78041,6700 Arena Blvd.,-99.450153,27.558251,187,187,Sames Auto Arena,Disney On Ice presents Dream Big
278,Disney On Ice presents Dream Big,Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-01-17T00:00:00Z,19:00:00,2020-01-16,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,125.0,There is an overall (8) eight ticket limit for this event.,Newark,New Jersey,07102,25 Lafayette Street,-74.17121214,40.73340555,187,187,Prudential Center,Disney On Ice presents Dream Big
279,SPANISH PERFORMANCE: Disney on Ice: Dream Big,Preferred Presale,2019-05-14T15:00:00Z,2019-05-21T04:59:00Z,2019-11-23T21:00:00Z,15:00:00,2019-11-23,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,20.25,73.25,There is an overall 8 ticket limit for this event.,Laredo,Texas,78041,6700 Arena Blvd.,-99.450153,27.558251,187,187,Sames Auto Arena,Disney On Ice presents Dream Big
280,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-10T14:00:00Z,2019-09-17T03:59:00Z,2020-02-01T00:00:00Z,19:00:00,2020-01-31,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall 8 ticket limit for this event.,Columbus,Ohio,43215,200 West Nationwide Blvd.,-83.00636203,39.96939661,187,187,Nationwide Arena,Disney On Ice presents Dream Big
281,Disney On Ice presents Dream Big,Feld Prefered Presale,2019-05-14T11:00:00Z,2019-05-21T03:59:00Z,2019-12-22T00:00:00Z,19:00:00,2019-12-21,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall eight (8) ticket limit on this event.,Toledo,Ohio,43604,500 Jefferson Ave,-83.537571,41.651038,187,187,Huntington Center,Disney On Ice presents Dream Big
282,Disney On Ice presents Dream Big,Feld Preferred presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-29T17:00:00Z,13:00:00,2020-03-29,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT,18.0,85.0,There is an 8 ticket limit.,Sunrise,Florida,33323,1 Panther Parkway,-80.33023,26.155362,187,187,BB&T Center,Disney On Ice presents Dream Big
283,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-03T15:00:00Z,2019-09-10T04:59:00Z,2019-11-30T01:30:00Z,19:30:00,2019-11-29,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,35.0,82.0,There is an overall 8 ticket limit for this event.,Allen,Texas,75002,200 E. Stacy Road,-96.6551921,33.129178,187,187,Allen Event Center,Disney On Ice presents Dream Big
284,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-12-28T00:00:00Z,19:00:00,2019-12-27,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,52.0,There is an overall 8 ticket limit for this event.,Youngstown,Ohio,44503,229 East Front Street,-80.649337,41.095669,187,187,Covelli Centre,Disney On Ice presents Dream Big
285,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-02-15T01:00:00Z,19:00:00,2020-02-14,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,100.0,There is an overall 8 ticket limit for this event.,Milwaukee,Wisconsin,53203,1111 Vel R. Phillips Ave,-87.916896,43.04228,187,187,Fiserv Forum,Disney On Ice presents Dream Big
286,Disney On Ice presents Dream Big,Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-21T15:00:00Z,11:00:00,2020-03-21,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,16.0,85.0,There is an overall 8 ticket limit for this event.,Miami,Florida,33132,601 Biscayne Blvd,-80.187805,25.781232,187,187,AmericanAirlines Arena,Disney On Ice presents Dream Big
287,Disney On Ice presents Dream Big,Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-01-19T21:00:00Z,16:00:00,2020-01-19,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,20.0,170.0,There is an overall (8) eight ticket limit for this event.,Newark,New Jersey,07102,25 Lafayette Street,-74.17121214,40.73340555,187,187,Prudential Center,Disney On Ice presents Dream Big
288,Disney On Ice presents Dream Big,Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-01-19T00:00:00Z,19:00:00,2020-01-18,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,125.0,There is an overall (8) eight ticket limit for this event.,Newark,New Jersey,07102,25 Lafayette Street,-74.17121214,40.73340555,187,187,Prudential Center,Disney On Ice presents Dream Big
289,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-04-25T18:00:00Z,13:00:00,2020-04-25,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,100.0,There is an 8 ticket limit.,New Orleans,Louisiana,70122,6801 Franklin Ave,-90.05043224,30.03002336,187,187,UNO Lakefront Arena,Disney On Ice presents Dream Big
290,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-08T17:00:00Z,13:00:00,2020-03-08,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,85.0,There is an eight (8) ticket limit for this event.,Charleston,West Virginia,25301,200 Civic Center Drive,-81.6415273,38.3552473,187,187,Charleston Coliseum & Convention Center,Disney On Ice presents Dream Big
291,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-04-04T16:00:00Z,11:00:00,2020-04-04,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,65.0,There is an overall 8 ticket limit for this event.,North Little Rock,Arkansas,72114,One Simmons Bank Arena Drive,-92.264314,34.754941,187,187,Simmons Bank Arena,Disney On Ice presents Dream Big
292,Portland Trail Blazers vs. Los Angeles Lakers,Presales,2019-09-06T19:00:00Z,2019-09-09T05:00:00Z,2019-12-29T03:00:00Z,19:00:00,2019-12-28,America/Los_Angeles,Sports,Basketball,NBA,False,NBA REGULAR SEASON,135.0,700.0,The Trail Blazers reserve the right to cancel or prohibit purchases that are believed to be purchased for the sole purpose of resale. There is an 8 ticket per game limit.,Portland,Oregon,97227,"One Center Court, Suite 100",-122.66645813,45.53118896,77,67,Moda Center,Portland Trail Blazers
293,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-02-16T01:00:00Z,19:00:00,2020-02-15,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,100.0,There is an overall 8 ticket limit for this event.,Milwaukee,Wisconsin,53203,1111 Vel R. Phillips Ave,-87.916896,43.04228,187,187,Fiserv Forum,Disney On Ice presents Dream Big
294,Disney On Ice presents Dream Big,Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-21T19:00:00Z,15:00:00,2020-03-21,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,16.0,85.0,There is an overall 8 ticket limit for this event.,Miami,Florida,33132,601 Biscayne Blvd,-80.187805,25.781232,187,187,AmericanAirlines Arena,Disney On Ice presents Dream Big
296,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-03-14T20:00:00Z,15:00:00,2020-03-14,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT,15.0,75.0,There is an overall 8 ticket limit for this event.,Southaven,Mississippi,38671,4560 Venture Dr,-89.9975673,34.9305909,187,187,Landers Center ,Disney On Ice presents Dream Big
298,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-15T03:00:00Z,20:00:00,2020-04-14,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
299,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-01T00:00:00Z,19:00:00,2020-02-29,America/Indianapolis,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,50.0,There is an 8 ticket limit on this event.,Fort Wayne,Indiana,46805,4000 Parnell Ave.,-85.125439,41.112808,187,187,Allen County War Memorial Coliseum,Disney On Ice presents Dream Big
300,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-03-07T00:00:00Z,19:00:00,2020-03-06,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,85.0,There is an eight (8) ticket limit for this event.,Charleston,West Virginia,25301,200 Civic Center Drive,-81.6415273,38.3552473,187,187,Charleston Coliseum & Convention Center,Disney On Ice presents Dream Big
301,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-05-14T14:00:00Z,2019-05-21T03:59:00Z,2019-12-29T00:00:00Z,19:00:00,2019-12-28,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,52.0,There is an overall 8 ticket limit for this event.,Youngstown,Ohio,44503,229 East Front Street,-80.649337,41.095669,187,187,Covelli Centre,Disney On Ice presents Dream Big
302,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-02-29T00:00:00Z,19:00:00,2020-02-28,America/Indianapolis,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,50.0,There is an 8 ticket limit on this event.,Fort Wayne,Indiana,46805,4000 Parnell Ave.,-85.125439,41.112808,187,187,Allen County War Memorial Coliseum,Disney On Ice presents Dream Big
303,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T14:00:00Z,2019-10-29T03:59:00Z,2020-02-28T00:00:00Z,19:00:00,2020-02-27,America/Indianapolis,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,50.0,There is an 8 ticket limit on this event.,Fort Wayne,Indiana,46805,4000 Parnell Ave.,-85.125439,41.112808,187,187,Allen County War Memorial Coliseum,Disney On Ice presents Dream Big
304,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-06-28T03:00:00Z,20:00:00,2020-06-27,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
305,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-10-22T15:00:00Z,2019-10-29T04:59:00Z,2020-02-08T01:00:00Z,19:00:00,2020-02-07,America/Chicago,Miscellaneous,Ice Shows,Ice Shows,False,FRANK PRODUCTIONS,15.0,60.0,There is an overall 8 ticket limit for this event.,Madison,Wisconsin,53713,1919 Alliant Energy Center Way ,-89.3733638,43.0469591,187,187,Coliseum at Alliant Energy Center,Disney On Ice presents Dream Big
306,Brooklyn Nets v. Toronto Raptors,American Express® Card Member Presale,2019-08-12T19:00:00Z,2019-08-13T18:59:00Z,2020-01-04T23:00:00Z,18:00:00,2020-01-04,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,100.0,5000.0,There is an 8 ticket limit for this event. Group discounts are available for Groups of 10 or more by calling 855-GROUP-BK.,Brooklyn,New York,11217,620 Atlantic Ave,-73.97661659,40.68350417,78,70,Barclays Center,Brooklyn Nets
307,Disney On Ice presents Dream Big,Feld Preferred Presale,2019-09-10T14:00:00Z,2019-09-17T03:59:00Z,2020-01-31T00:00:00Z,19:00:00,2020-01-30,America/New_York,Miscellaneous,Ice Shows,Ice Shows,False,FELD ENTERTAINMENT DISNEY ON ICE,15.0,80.0,There is an overall 8 ticket limit for this event.,Columbus,Ohio,43215,200 West Nationwide Blvd.,-83.00636203,39.96939661,187,187,Nationwide Arena,Disney On Ice presents Dream Big
